#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	volIntegrate(rhoeps)	volIntegrate(rho)
             1395	1.0467809134e-01	1.0467829846e-01
             1396	1.0467808508e-01	1.0467829220e-01
             1397	1.0467807899e-01	1.0467828611e-01
             1398	1.0467807277e-01	1.0467827990e-01
             1399	1.0467806670e-01	1.0467827383e-01
             1400	1.0467806062e-01	1.0467826775e-01
             1401	1.0467805436e-01	1.0467826149e-01
             1402	1.0467804827e-01	1.0467825541e-01
             1403	1.0467804220e-01	1.0467824934e-01
             1404	1.0467803606e-01	1.0467824319e-01
             1405	1.0467802992e-01	1.0467823706e-01
             1406	1.0467802374e-01	1.0467823089e-01
             1407	1.0467801760e-01	1.0467822474e-01
             1408	1.0467801150e-01	1.0467821865e-01
             1409	1.0467800533e-01	1.0467821248e-01
             1410	1.0467799915e-01	1.0467820630e-01
             1411	1.0467799314e-01	1.0467820030e-01
             1412	1.0467798713e-01	1.0467819429e-01
             1413	1.0467798110e-01	1.0467818826e-01
             1414	1.0467797502e-01	1.0467818218e-01
             1415	1.0467796898e-01	1.0467817614e-01
             1416	1.0467796291e-01	1.0467817007e-01
             1417	1.0467795679e-01	1.0467816396e-01
             1418	1.0467795071e-01	1.0467815788e-01
             1419	1.0467794460e-01	1.0467815177e-01
             1420	1.0467793840e-01	1.0467814557e-01
             1421	1.0467793231e-01	1.0467813948e-01
             1422	1.0467792621e-01	1.0467813339e-01
             1423	1.0467792009e-01	1.0467812727e-01
             1424	1.0467791401e-01	1.0467812119e-01
             1425	1.0467790795e-01	1.0467811514e-01
             1426	1.0467790190e-01	1.0467810909e-01
             1427	1.0467789566e-01	1.0467810285e-01
             1428	1.0467788966e-01	1.0467809685e-01
             1429	1.0467788355e-01	1.0467809074e-01
             1430	1.0467787743e-01	1.0467808463e-01
             1431	1.0467787136e-01	1.0467807856e-01
             1432	1.0467786528e-01	1.0467807248e-01
             1433	1.0467785919e-01	1.0467806639e-01
             1434	1.0467785300e-01	1.0467806021e-01
             1435	1.0467784681e-01	1.0467805402e-01
             1436	1.0467784083e-01	1.0467804804e-01
             1437	1.0467783483e-01	1.0467804204e-01
             1438	1.0467782874e-01	1.0467803596e-01
             1439	1.0467782274e-01	1.0467802996e-01
             1440	1.0467781675e-01	1.0467802397e-01
             1441	1.0467781064e-01	1.0467801786e-01
             1442	1.0467780451e-01	1.0467801174e-01
             1443	1.0467779863e-01	1.0467800586e-01
             1444	1.0467779264e-01	1.0467799987e-01
             1445	1.0467778673e-01	1.0467799396e-01
             1446	1.0467778076e-01	1.0467798799e-01
             1447	1.0467777484e-01	1.0467798207e-01
             1448	1.0467776886e-01	1.0467797610e-01
             1449	1.0467776292e-01	1.0467797016e-01
             1450	1.0467775691e-01	1.0467796416e-01
             1451	1.0467775104e-01	1.0467795828e-01
             1452	1.0467774508e-01	1.0467795233e-01
             1453	1.0467773896e-01	1.0467794620e-01
             1454	1.0467773305e-01	1.0467794030e-01
             1455	1.0467772701e-01	1.0467793427e-01
             1456	1.0467772109e-01	1.0467792834e-01
             1457	1.0467771509e-01	1.0467792235e-01
             1458	1.0467770912e-01	1.0467791638e-01
             1459	1.0467770312e-01	1.0467791038e-01
             1460	1.0467769704e-01	1.0467790430e-01
             1461	1.0467769103e-01	1.0467789829e-01
             1462	1.0467768515e-01	1.0467789242e-01
             1463	1.0467767924e-01	1.0467788651e-01
             1464	1.0467767329e-01	1.0467788057e-01
             1465	1.0467766727e-01	1.0467787454e-01
             1466	1.0467766136e-01	1.0467786863e-01
             1467	1.0467765555e-01	1.0467786283e-01
             1468	1.0467764963e-01	1.0467785691e-01
             1469	1.0467764387e-01	1.0467785115e-01
             1470	1.0467763811e-01	1.0467784540e-01
             1471	1.0467763217e-01	1.0467783946e-01
             1472	1.0467762628e-01	1.0467783357e-01
             1473	1.0467762045e-01	1.0467782774e-01
             1474	1.0467761439e-01	1.0467782169e-01
             1475	1.0467760847e-01	1.0467781577e-01
             1476	1.0467760257e-01	1.0467780987e-01
             1477	1.0467759665e-01	1.0467780395e-01
             1478	1.0467759077e-01	1.0467779807e-01
             1479	1.0467758503e-01	1.0467779233e-01
             1480	1.0467757921e-01	1.0467778652e-01
             1481	1.0467757344e-01	1.0467778075e-01
             1482	1.0467756760e-01	1.0467777491e-01
             1483	1.0467756175e-01	1.0467776907e-01
             1484	1.0467755593e-01	1.0467776325e-01
             1485	1.0467755009e-01	1.0467775741e-01
             1486	1.0467754421e-01	1.0467775153e-01
             1487	1.0467753841e-01	1.0467774573e-01
             1488	1.0467753256e-01	1.0467773988e-01
             1489	1.0467752672e-01	1.0467773404e-01
             1490	1.0467752093e-01	1.0467772826e-01
             1491	1.0467751518e-01	1.0467772251e-01
             1492	1.0467750945e-01	1.0467771679e-01
             1493	1.0467750370e-01	1.0467771104e-01
             1494	1.0467749793e-01	1.0467770527e-01
             1495	1.0467749206e-01	1.0467769940e-01
             1496	1.0467748627e-01	1.0467769361e-01
             1497	1.0467748056e-01	1.0467768791e-01
             1498	1.0467747479e-01	1.0467768213e-01
             1499	1.0467746910e-01	1.0467767645e-01
             1500	1.0467746329e-01	1.0467767064e-01
             1501	1.0467745762e-01	1.0467766497e-01
             1502	1.0467745176e-01	1.0467765912e-01
             1503	1.0467744606e-01	1.0467765342e-01
             1504	1.0467744019e-01	1.0467764755e-01
             1505	1.0467743451e-01	1.0467764187e-01
             1506	1.0467742874e-01	1.0467763610e-01
             1507	1.0467742299e-01	1.0467763036e-01
             1508	1.0467741738e-01	1.0467762475e-01
             1509	1.0467741149e-01	1.0467761886e-01
             1510	1.0467740579e-01	1.0467761316e-01
             1511	1.0467740004e-01	1.0467760741e-01
             1512	1.0467739430e-01	1.0467760168e-01
             1513	1.0467738869e-01	1.0467759607e-01
             1514	1.0467738304e-01	1.0467759042e-01
             1515	1.0467737723e-01	1.0467758462e-01
             1516	1.0467737160e-01	1.0467757899e-01
             1517	1.0467736596e-01	1.0467757335e-01
             1518	1.0467736025e-01	1.0467756764e-01
             1519	1.0467735454e-01	1.0467756194e-01
             1520	1.0467734889e-01	1.0467755629e-01
             1521	1.0467734320e-01	1.0467755060e-01
             1522	1.0467733755e-01	1.0467754495e-01
             1523	1.0467733192e-01	1.0467753932e-01
             1524	1.0467732631e-01	1.0467753371e-01
             1525	1.0467732070e-01	1.0467752811e-01
             1526	1.0467731511e-01	1.0467752252e-01
             1527	1.0467730942e-01	1.0467751683e-01
             1528	1.0467730384e-01	1.0467751126e-01
             1529	1.0467729813e-01	1.0467750555e-01
             1530	1.0467729241e-01	1.0467749983e-01
             1531	1.0467728665e-01	1.0467749407e-01
             1532	1.0467728095e-01	1.0467748838e-01
             1533	1.0467727531e-01	1.0467748273e-01
             1534	1.0467726962e-01	1.0467747705e-01
             1535	1.0467726400e-01	1.0467747143e-01
             1536	1.0467725853e-01	1.0467746596e-01
             1537	1.0467725277e-01	1.0467746020e-01
             1538	1.0467724717e-01	1.0467745461e-01
             1539	1.0467724148e-01	1.0467744892e-01
             1540	1.0467723587e-01	1.0467744331e-01
             1541	1.0467723036e-01	1.0467743780e-01
             1542	1.0467722464e-01	1.0467743208e-01
             1543	1.0467721892e-01	1.0467742637e-01
             1544	1.0467721336e-01	1.0467742080e-01
             1545	1.0467720761e-01	1.0467741506e-01
             1546	1.0467720204e-01	1.0467740950e-01
             1547	1.0467719638e-01	1.0467740383e-01
             1548	1.0467719074e-01	1.0467739820e-01
             1549	1.0467718516e-01	1.0467739262e-01
             1550	1.0467717957e-01	1.0467738704e-01
             1551	1.0467717389e-01	1.0467738136e-01
             1552	1.0467716836e-01	1.0467737583e-01
             1553	1.0467716275e-01	1.0467737022e-01
             1554	1.0467715713e-01	1.0467736460e-01
             1555	1.0467715150e-01	1.0467735898e-01
             1556	1.0467714595e-01	1.0467735343e-01
             1557	1.0467714042e-01	1.0467734789e-01
             1558	1.0467713490e-01	1.0467734238e-01
             1559	1.0467712933e-01	1.0467733681e-01
             1560	1.0467712376e-01	1.0467733125e-01
             1561	1.0467711816e-01	1.0467732565e-01
             1562	1.0467711259e-01	1.0467732007e-01
             1563	1.0467710712e-01	1.0467731461e-01
             1564	1.0467710154e-01	1.0467730904e-01
             1565	1.0467709608e-01	1.0467730357e-01
             1566	1.0467709048e-01	1.0467729797e-01
             1567	1.0467708483e-01	1.0467729233e-01
             1568	1.0467707923e-01	1.0467728673e-01
             1569	1.0467707371e-01	1.0467728121e-01
             1570	1.0467706816e-01	1.0467727567e-01
             1571	1.0467706268e-01	1.0467727018e-01
             1572	1.0467705720e-01	1.0467726471e-01
             1573	1.0467705164e-01	1.0467725916e-01
             1574	1.0467704603e-01	1.0467725355e-01
             1575	1.0467704051e-01	1.0467724802e-01
             1576	1.0467703508e-01	1.0467724260e-01
             1577	1.0467702959e-01	1.0467723711e-01
             1578	1.0467702417e-01	1.0467723170e-01
             1579	1.0467701869e-01	1.0467722621e-01
             1580	1.0467701306e-01	1.0467722058e-01
             1581	1.0467700757e-01	1.0467721510e-01
             1582	1.0467700213e-01	1.0467720967e-01
             1583	1.0467699671e-01	1.0467720424e-01
             1584	1.0467699116e-01	1.0467719870e-01
             1585	1.0467698559e-01	1.0467719313e-01
             1586	1.0467698002e-01	1.0467718756e-01
             1587	1.0467697443e-01	1.0467718198e-01
             1588	1.0467696889e-01	1.0467717643e-01
             1589	1.0467696327e-01	1.0467717082e-01
             1590	1.0467695784e-01	1.0467716539e-01
             1591	1.0467695249e-01	1.0467716004e-01
             1592	1.0467694706e-01	1.0467715461e-01
             1593	1.0467694162e-01	1.0467714918e-01
             1594	1.0467693612e-01	1.0467714368e-01
             1595	1.0467693069e-01	1.0467713825e-01
             1596	1.0467692537e-01	1.0467713293e-01
             1597	1.0467691995e-01	1.0467712752e-01
             1598	1.0467691470e-01	1.0467712227e-01
             1599	1.0467690926e-01	1.0467711683e-01
             1600	1.0467690381e-01	1.0467711138e-01
             1601	1.0467689838e-01	1.0467710596e-01
             1602	1.0467689292e-01	1.0467710050e-01
             1603	1.0467688755e-01	1.0467709513e-01
             1604	1.0467688220e-01	1.0467708978e-01
             1605	1.0467687677e-01	1.0467708435e-01
             1606	1.0467687139e-01	1.0467707898e-01
             1607	1.0467686596e-01	1.0467707355e-01
             1608	1.0467686051e-01	1.0467706809e-01
             1609	1.0467685506e-01	1.0467706265e-01
             1610	1.0467684966e-01	1.0467705726e-01
             1611	1.0467684412e-01	1.0467705171e-01
             1612	1.0467683879e-01	1.0467704639e-01
             1613	1.0467683348e-01	1.0467704108e-01
             1614	1.0467682805e-01	1.0467703565e-01
             1615	1.0467682261e-01	1.0467703021e-01
             1616	1.0467681717e-01	1.0467702478e-01
             1617	1.0467681171e-01	1.0467701932e-01
             1618	1.0467680644e-01	1.0467701405e-01
             1619	1.0467680110e-01	1.0467700872e-01
             1620	1.0467679576e-01	1.0467700337e-01
             1621	1.0467679044e-01	1.0467699806e-01
             1622	1.0467678511e-01	1.0467699273e-01
             1623	1.0467677968e-01	1.0467698730e-01
             1624	1.0467677437e-01	1.0467698200e-01
             1625	1.0467676897e-01	1.0467697660e-01
             1626	1.0467676353e-01	1.0467697116e-01
             1627	1.0467675802e-01	1.0467696565e-01
             1628	1.0467675269e-01	1.0467696032e-01
             1629	1.0467674732e-01	1.0467695496e-01
             1630	1.0467674210e-01	1.0467694973e-01
             1631	1.0467673675e-01	1.0467694439e-01
             1632	1.0467673133e-01	1.0467693897e-01
             1633	1.0467672609e-01	1.0467693373e-01
             1634	1.0467672073e-01	1.0467692837e-01
             1635	1.0467671534e-01	1.0467692299e-01
             1636	1.0467671005e-01	1.0467691770e-01
             1637	1.0467670472e-01	1.0467691237e-01
             1638	1.0467669941e-01	1.0467690707e-01
             1639	1.0467669419e-01	1.0467690184e-01
             1640	1.0467668887e-01	1.0467689653e-01
             1641	1.0467668346e-01	1.0467689112e-01
             1642	1.0467667816e-01	1.0467688583e-01
             1643	1.0467667290e-01	1.0467688056e-01
             1644	1.0467666768e-01	1.0467687535e-01
             1645	1.0467666233e-01	1.0467687000e-01
             1646	1.0467665695e-01	1.0467686463e-01
             1647	1.0467665169e-01	1.0467685937e-01
             1648	1.0467664634e-01	1.0467685401e-01
             1649	1.0467664095e-01	1.0467684863e-01
             1650	1.0467663559e-01	1.0467684327e-01
             1651	1.0467663027e-01	1.0467683796e-01
             1652	1.0467662499e-01	1.0467683267e-01
             1653	1.0467661978e-01	1.0467682746e-01
             1654	1.0467661449e-01	1.0467682218e-01
             1655	1.0467660918e-01	1.0467681688e-01
             1656	1.0467660392e-01	1.0467681161e-01
             1657	1.0467659870e-01	1.0467680639e-01
             1658	1.0467659349e-01	1.0467680119e-01
             1659	1.0467658817e-01	1.0467679587e-01
             1660	1.0467658295e-01	1.0467679065e-01
             1661	1.0467657764e-01	1.0467678534e-01
             1662	1.0467657245e-01	1.0467678016e-01
             1663	1.0467656720e-01	1.0467677491e-01
             1664	1.0467656191e-01	1.0467676962e-01
             1665	1.0467655671e-01	1.0467676443e-01
             1666	1.0467655161e-01	1.0467675932e-01
             1667	1.0467654641e-01	1.0467675413e-01
             1668	1.0467654122e-01	1.0467674894e-01
             1669	1.0467653597e-01	1.0467674369e-01
             1670	1.0467653074e-01	1.0467673847e-01
             1671	1.0467652548e-01	1.0467673321e-01
             1672	1.0467652032e-01	1.0467672805e-01
             1673	1.0467651519e-01	1.0467672292e-01
             1674	1.0467650996e-01	1.0467671769e-01
             1675	1.0467650492e-01	1.0467671265e-01
             1676	1.0467649971e-01	1.0467670745e-01
             1677	1.0467649456e-01	1.0467670230e-01
             1678	1.0467648945e-01	1.0467669719e-01
             1679	1.0467648430e-01	1.0467669205e-01
             1680	1.0467647910e-01	1.0467668685e-01
             1681	1.0467647381e-01	1.0467668156e-01
             1682	1.0467646858e-01	1.0467667633e-01
             1683	1.0467646344e-01	1.0467667120e-01
             1684	1.0467645829e-01	1.0467666605e-01
             1685	1.0467645320e-01	1.0467666095e-01
             1686	1.0467644789e-01	1.0467665565e-01
             1687	1.0467644272e-01	1.0467665048e-01
             1688	1.0467643762e-01	1.0467664539e-01
             1689	1.0467643254e-01	1.0467664030e-01
             1690	1.0467642726e-01	1.0467663503e-01
             1691	1.0467642206e-01	1.0467662983e-01
             1692	1.0467641681e-01	1.0467662458e-01
             1693	1.0467641172e-01	1.0467661949e-01
             1694	1.0467640650e-01	1.0467661428e-01
             1695	1.0467640129e-01	1.0467660907e-01
             1696	1.0467639609e-01	1.0467660387e-01
             1697	1.0467639093e-01	1.0467659872e-01
             1698	1.0467638585e-01	1.0467659363e-01
             1699	1.0467638082e-01	1.0467658861e-01
             1700	1.0467637578e-01	1.0467658357e-01
             1701	1.0467637055e-01	1.0467657835e-01
             1702	1.0467636554e-01	1.0467657333e-01
             1703	1.0467636041e-01	1.0467656821e-01
             1704	1.0467635536e-01	1.0467656316e-01
             1705	1.0467635029e-01	1.0467655809e-01
             1706	1.0467634506e-01	1.0467655286e-01
             1707	1.0467633986e-01	1.0467654766e-01
             1708	1.0467633470e-01	1.0467654251e-01
             1709	1.0467632963e-01	1.0467653744e-01
             1710	1.0467632456e-01	1.0467653237e-01
             1711	1.0467631953e-01	1.0467652734e-01
             1712	1.0467631454e-01	1.0467652236e-01
             1713	1.0467630944e-01	1.0467651725e-01
             1714	1.0467630429e-01	1.0467651211e-01
             1715	1.0467629910e-01	1.0467650692e-01
             1716	1.0467629411e-01	1.0467650194e-01
             1717	1.0467628904e-01	1.0467649687e-01
             1718	1.0467628408e-01	1.0467649191e-01
             1719	1.0467627914e-01	1.0467648697e-01
             1720	1.0467627410e-01	1.0467648193e-01
             1721	1.0467626921e-01	1.0467647704e-01
             1722	1.0467626424e-01	1.0467647208e-01
             1723	1.0467625926e-01	1.0467646710e-01
             1724	1.0467625433e-01	1.0467646217e-01
             1725	1.0467624941e-01	1.0467645726e-01
             1726	1.0467624429e-01	1.0467645214e-01
             1727	1.0467623932e-01	1.0467644717e-01
             1728	1.0467623429e-01	1.0467644214e-01
             1729	1.0467622931e-01	1.0467643716e-01
             1730	1.0467622452e-01	1.0467643238e-01
             1731	1.0467621950e-01	1.0467642736e-01
             1732	1.0467621449e-01	1.0467642235e-01
             1733	1.0467620940e-01	1.0467641727e-01
             1734	1.0467620446e-01	1.0467641232e-01
             1735	1.0467619956e-01	1.0467640743e-01
             1736	1.0467619450e-01	1.0467640237e-01
             1737	1.0467618945e-01	1.0467639732e-01
             1738	1.0467618444e-01	1.0467639231e-01
             1739	1.0467617942e-01	1.0467638730e-01
             1740	1.0467617453e-01	1.0467638241e-01
             1741	1.0467616955e-01	1.0467637743e-01
             1742	1.0467616469e-01	1.0467637257e-01
             1743	1.0467615977e-01	1.0467636765e-01
             1744	1.0467615476e-01	1.0467636264e-01
             1745	1.0467614973e-01	1.0467635762e-01
             1746	1.0467614487e-01	1.0467635276e-01
             1747	1.0467613995e-01	1.0467634784e-01
             1748	1.0467613504e-01	1.0467634294e-01
             1749	1.0467612999e-01	1.0467633789e-01
             1750	1.0467612519e-01	1.0467633308e-01
             1751	1.0467612023e-01	1.0467632813e-01
             1752	1.0467611524e-01	1.0467632315e-01
             1753	1.0467611036e-01	1.0467631827e-01
             1754	1.0467610545e-01	1.0467631335e-01
             1755	1.0467610044e-01	1.0467630835e-01
             1756	1.0467609563e-01	1.0467630354e-01
             1757	1.0467609070e-01	1.0467629861e-01
             1758	1.0467608596e-01	1.0467629388e-01
             1759	1.0467608108e-01	1.0467628900e-01
             1760	1.0467607598e-01	1.0467628390e-01
             1761	1.0467607105e-01	1.0467627897e-01
             1762	1.0467606618e-01	1.0467627411e-01
             1763	1.0467606131e-01	1.0467626923e-01
             1764	1.0467605638e-01	1.0467626431e-01
             1765	1.0467605146e-01	1.0467625939e-01
             1766	1.0467604656e-01	1.0467625450e-01
             1767	1.0467604175e-01	1.0467624968e-01
             1768	1.0467603691e-01	1.0467624485e-01
             1769	1.0467603203e-01	1.0467623997e-01
             1770	1.0467602712e-01	1.0467623506e-01
             1771	1.0467602225e-01	1.0467623019e-01
             1772	1.0467601749e-01	1.0467622544e-01
             1773	1.0467601269e-01	1.0467622064e-01
             1774	1.0467600786e-01	1.0467621581e-01
             1775	1.0467600302e-01	1.0467621098e-01
             1776	1.0467599824e-01	1.0467620620e-01
             1777	1.0467599347e-01	1.0467620142e-01
             1778	1.0467598863e-01	1.0467619659e-01
             1779	1.0467598369e-01	1.0467619165e-01
             1780	1.0467597867e-01	1.0467618663e-01
             1781	1.0467597382e-01	1.0467618178e-01
             1782	1.0467596898e-01	1.0467617695e-01
             1783	1.0467596421e-01	1.0467617218e-01
             1784	1.0467595936e-01	1.0467616733e-01
             1785	1.0467595453e-01	1.0467616251e-01
             1786	1.0467594969e-01	1.0467615767e-01
             1787	1.0467594482e-01	1.0467615280e-01
             1788	1.0467594011e-01	1.0467614809e-01
             1789	1.0467593526e-01	1.0467614325e-01
             1790	1.0467593037e-01	1.0467613836e-01
             1791	1.0467592563e-01	1.0467613362e-01
             1792	1.0467592081e-01	1.0467612880e-01
             1793	1.0467591603e-01	1.0467612402e-01
             1794	1.0467591124e-01	1.0467611923e-01
             1795	1.0467590629e-01	1.0467611429e-01
             1796	1.0467590154e-01	1.0467610954e-01
             1797	1.0467589675e-01	1.0467610475e-01
             1798	1.0467589194e-01	1.0467609995e-01
             1799	1.0467588731e-01	1.0467609532e-01
             1800	1.0467588260e-01	1.0467609061e-01
             1801	1.0467587771e-01	1.0467608572e-01
             1802	1.0467587286e-01	1.0467608087e-01
             1803	1.0467586806e-01	1.0467607607e-01
             1804	1.0467586326e-01	1.0467607128e-01
             1805	1.0467585855e-01	1.0467606657e-01
             1806	1.0467585378e-01	1.0467606180e-01
             1807	1.0467584907e-01	1.0467605709e-01
             1808	1.0467584437e-01	1.0467605240e-01
             1809	1.0467583960e-01	1.0467604763e-01
             1810	1.0467583485e-01	1.0467604288e-01
             1811	1.0467583020e-01	1.0467603823e-01
             1812	1.0467582550e-01	1.0467603353e-01
             1813	1.0467582061e-01	1.0467602864e-01
             1814	1.0467581582e-01	1.0467602386e-01
             1815	1.0467581112e-01	1.0467601916e-01
             1816	1.0467580635e-01	1.0467601439e-01
             1817	1.0467580174e-01	1.0467600978e-01
             1818	1.0467579693e-01	1.0467600497e-01
             1819	1.0467579222e-01	1.0467600027e-01
             1820	1.0467578744e-01	1.0467599549e-01
             1821	1.0467578269e-01	1.0467599074e-01
             1822	1.0467577800e-01	1.0467598606e-01
             1823	1.0467577337e-01	1.0467598142e-01
             1824	1.0467576858e-01	1.0467597664e-01
             1825	1.0467576381e-01	1.0467597188e-01
             1826	1.0467575899e-01	1.0467596705e-01
             1827	1.0467575427e-01	1.0467596233e-01
             1828	1.0467574959e-01	1.0467595766e-01
             1829	1.0467574498e-01	1.0467595305e-01
             1830	1.0467574041e-01	1.0467594849e-01
             1831	1.0467573576e-01	1.0467594384e-01
             1832	1.0467573087e-01	1.0467593895e-01
             1833	1.0467572617e-01	1.0467593425e-01
             1834	1.0467572155e-01	1.0467592963e-01
             1835	1.0467571689e-01	1.0467592497e-01
             1836	1.0467571226e-01	1.0467592034e-01
             1837	1.0467570752e-01	1.0467591560e-01
             1838	1.0467570290e-01	1.0467591098e-01
             1839	1.0467569820e-01	1.0467590629e-01
             1840	1.0467569363e-01	1.0467590173e-01
             1841	1.0467568901e-01	1.0467589710e-01
             1842	1.0467568433e-01	1.0467589243e-01
             1843	1.0467567964e-01	1.0467588774e-01
             1844	1.0467567507e-01	1.0467588317e-01
             1845	1.0467567036e-01	1.0467587847e-01
             1846	1.0467566571e-01	1.0467587381e-01
             1847	1.0467566103e-01	1.0467586914e-01
             1848	1.0467565629e-01	1.0467586440e-01
             1849	1.0467565168e-01	1.0467585980e-01
             1850	1.0467564719e-01	1.0467585531e-01
             1851	1.0467564245e-01	1.0467585056e-01
             1852	1.0467563778e-01	1.0467584590e-01
             1853	1.0467563319e-01	1.0467584131e-01
             1854	1.0467562837e-01	1.0467583649e-01
             1855	1.0467562365e-01	1.0467583178e-01
             1856	1.0467561896e-01	1.0467582709e-01
             1857	1.0467561447e-01	1.0467582260e-01
             1858	1.0467560969e-01	1.0467581782e-01
             1859	1.0467560517e-01	1.0467581331e-01
             1860	1.0467560045e-01	1.0467580859e-01
             1861	1.0467559586e-01	1.0467580400e-01
             1862	1.0467559120e-01	1.0467579934e-01
             1863	1.0467558663e-01	1.0467579477e-01
             1864	1.0467558198e-01	1.0467579012e-01
             1865	1.0467557734e-01	1.0467578548e-01
             1866	1.0467557261e-01	1.0467578076e-01
             1867	1.0467556798e-01	1.0467577613e-01
             1868	1.0467556335e-01	1.0467577150e-01
             1869	1.0467555871e-01	1.0467576687e-01
             1870	1.0467555390e-01	1.0467576205e-01
             1871	1.0467554938e-01	1.0467575754e-01
             1872	1.0467554484e-01	1.0467575301e-01
             1873	1.0467554020e-01	1.0467574836e-01
             1874	1.0467553554e-01	1.0467574371e-01
             1875	1.0467553096e-01	1.0467573913e-01
             1876	1.0467552632e-01	1.0467573449e-01
             1877	1.0467552166e-01	1.0467572983e-01
             1878	1.0467551704e-01	1.0467572521e-01
             1879	1.0467551228e-01	1.0467572045e-01
             1880	1.0467550761e-01	1.0467571579e-01
             1881	1.0467550318e-01	1.0467571136e-01
             1882	1.0467549851e-01	1.0467570669e-01
             1883	1.0467549403e-01	1.0467570222e-01
             1884	1.0467548928e-01	1.0467569747e-01
             1885	1.0467548466e-01	1.0467569285e-01
             1886	1.0467547996e-01	1.0467568815e-01
             1887	1.0467547533e-01	1.0467568352e-01
             1888	1.0467547067e-01	1.0467567887e-01
             1889	1.0467546600e-01	1.0467567420e-01
             1890	1.0467546144e-01	1.0467566964e-01
             1891	1.0467545688e-01	1.0467566509e-01
             1892	1.0467545227e-01	1.0467566047e-01
             1893	1.0467544768e-01	1.0467565589e-01
             1894	1.0467544324e-01	1.0467565145e-01
             1895	1.0467543867e-01	1.0467564689e-01
             1896	1.0467543420e-01	1.0467564242e-01
             1897	1.0467542975e-01	1.0467563796e-01
             1898	1.0467542513e-01	1.0467563335e-01
             1899	1.0467542069e-01	1.0467562891e-01
             1900	1.0467541625e-01	1.0467562448e-01
             1901	1.0467541171e-01	1.0467561994e-01
             1902	1.0467540726e-01	1.0467561548e-01
             1903	1.0467540262e-01	1.0467561084e-01
             1904	1.0467539792e-01	1.0467560615e-01
             1905	1.0467539330e-01	1.0467560154e-01
             1906	1.0467538866e-01	1.0467559690e-01
             1907	1.0467538410e-01	1.0467559233e-01
             1908	1.0467537955e-01	1.0467558779e-01
             1909	1.0467537506e-01	1.0467558330e-01
             1910	1.0467537060e-01	1.0467557884e-01
             1911	1.0467536599e-01	1.0467557424e-01
             1912	1.0467536137e-01	1.0467556962e-01
             1913	1.0467535671e-01	1.0467556497e-01
             1914	1.0467535220e-01	1.0467556046e-01
             1915	1.0467534772e-01	1.0467555597e-01
             1916	1.0467534330e-01	1.0467555156e-01
             1917	1.0467533884e-01	1.0467554710e-01
             1918	1.0467533421e-01	1.0467554247e-01
             1919	1.0467532963e-01	1.0467553789e-01
             1920	1.0467532515e-01	1.0467553341e-01
             1921	1.0467532064e-01	1.0467552891e-01
             1922	1.0467531613e-01	1.0467552440e-01
             1923	1.0467531164e-01	1.0467551992e-01
             1924	1.0467530715e-01	1.0467551542e-01
             1925	1.0467530274e-01	1.0467551102e-01
             1926	1.0467529823e-01	1.0467550651e-01
             1927	1.0467529363e-01	1.0467550191e-01
             1928	1.0467528908e-01	1.0467549736e-01
             1929	1.0467528452e-01	1.0467549281e-01
             1930	1.0467527991e-01	1.0467548820e-01
             1931	1.0467527535e-01	1.0467548364e-01
             1932	1.0467527093e-01	1.0467547923e-01
             1933	1.0467526638e-01	1.0467547467e-01
             1934	1.0467526178e-01	1.0467547008e-01
             1935	1.0467525733e-01	1.0467546563e-01
             1936	1.0467525279e-01	1.0467546109e-01
             1937	1.0467524838e-01	1.0467545668e-01
             1938	1.0467524396e-01	1.0467545227e-01
             1939	1.0467523961e-01	1.0467544792e-01
             1940	1.0467523519e-01	1.0467544350e-01
             1941	1.0467523085e-01	1.0467543916e-01
             1942	1.0467522646e-01	1.0467543477e-01
             1943	1.0467522193e-01	1.0467543024e-01
             1944	1.0467521743e-01	1.0467542575e-01
             1945	1.0467521304e-01	1.0467542136e-01
             1946	1.0467520870e-01	1.0467541702e-01
             1947	1.0467520425e-01	1.0467541257e-01
             1948	1.0467519993e-01	1.0467540826e-01
             1949	1.0467519552e-01	1.0467540385e-01
             1950	1.0467519122e-01	1.0467539955e-01
             1951	1.0467518671e-01	1.0467539504e-01
             1952	1.0467518232e-01	1.0467539066e-01
             1953	1.0467517796e-01	1.0467538630e-01
             1954	1.0467517351e-01	1.0467538185e-01
             1955	1.0467516902e-01	1.0467537736e-01
             1956	1.0467516468e-01	1.0467537302e-01
             1957	1.0467516037e-01	1.0467536872e-01
             1958	1.0467515599e-01	1.0467536434e-01
             1959	1.0467515150e-01	1.0467535985e-01
             1960	1.0467514718e-01	1.0467535553e-01
             1961	1.0467514279e-01	1.0467535114e-01
             1962	1.0467513838e-01	1.0467534674e-01
             1963	1.0467513389e-01	1.0467534225e-01
             1964	1.0467512956e-01	1.0467533792e-01
             1965	1.0467512512e-01	1.0467533348e-01
             1966	1.0467512077e-01	1.0467532914e-01
             1967	1.0467511640e-01	1.0467532477e-01
             1968	1.0467511202e-01	1.0467532039e-01
             1969	1.0467510767e-01	1.0467531604e-01
             1970	1.0467510350e-01	1.0467531188e-01
             1971	1.0467509899e-01	1.0467530737e-01
             1972	1.0467509468e-01	1.0467530306e-01
             1973	1.0467509034e-01	1.0467529871e-01
             1974	1.0467508609e-01	1.0467529447e-01
